review,sentiment
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
Excellent tea cheese omlette a must try Dont forget the masala maggi,1
Awesome place to hangout Love it Friendly staffs Great pocket friendly food Quality not compromised new favourite place in Koramangala,1
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
Pepsi I got the small sizeand I had ordered for the medium size,0
The chicken sandwich is awful with hardly any chicken but plenty of chicken bones in it White sauce pasta doesnt have any sauce Coffee is good,0
not worth worst hot chocolate,0
thank you for management team for positive response the chocolate brownie is too yum appreciated service,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
Small place but still the ambience was fabulous I havent tried any food but different coffees and cookies A perfect place for break time,1
amazing pasta combo super delicious ,1
,0
Loved the classy ambience and their mocha with cream its one of the best Should drop by for anytime coffee and very courteous staff,1
the food wasnt good,0
Went there  Hot place not proper air conditioning  Staff was busy watching movie  Didnt bother to ask for order Walked out right away,0
Their shawarma is the best Havent really tried any other dishes of theirs yet Quantity is pretty less compared to the prices An average place,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
"The food was a big disappointment and the service was also very slow The place is not hygienic ad well

Food 25
Ambience 25
Service 25",0
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Excellent environment and friendly service Variety of menu available Cold coffee Fallooda and rolls are excellent here Will be back again ,1
did not bring order properly,0
"I ordered 2 non veg breakfasts chicken medley and BLT sandwich
The 2 non veg items were good chicken medley was okay
BLT was also good",1
bad quality,0
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
Odered grilled sandwich and they gave toasted bread with uncooked cheese inside,0
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
,1
Ur food was delivered cold for me,0
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
"An amazing place and a must visit 
Very friendly and courteous staff
Must try  Veg Burger Veg Pizza Samosa Veg Finger stuffed Pineapple Pizza",1
Tried out this place the other day Not worth the price The burgers didnt taste that good,0
I had been to this place  had Typical English Breakfast and it was awesome to have it I recomment to come here and enjoy the foodThank you,1
I didnt get the food i ordered,0
awesome food and great delivery,1
Quality wasnt good waste of money,0
Spaghetti Not edible,0
,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
"Rating the lowest for allowing people to smoke 
Bombay cutting chai was good 
Bun wasnt good 
Kesar Badam ka Garh doodh was ok",0
"Rating the lowest for allowing people to smoke 
Bombay cutting chai was good 
Bun wasnt good 
Kesar Badam ka Garh doodh was ok",0
"This place is the go for the Sweet tooth  Perfect ambience less crowd and food served at time What more to ask for
Ambience 45
Taste  45",1
i ordered large pizza but it was just the small of a small pizza,0
By mistake I ordered strawberry and chocolate shakes at this outlet Just flavored milk blended up Not a good first experience at teashot ,0
This place is really awesome I love the food and ambience This is one the best cafe in the city  Staff is very polite generous and proactive,1
ordered medium but received small,0
Great coffee good burger bad sandwitch ,0
Hukka was awesome The Arabic chicken Biriyani is very good taste Love the Ambience and service Would surly visit then again and again,1
Burger is awesome,1
Its not at all walnut brownie,0
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
Worst hot chocolate in the history Please dont name it Dark Chocolate Theres nothing chocolate about it let alone Dark Chocolate,0
the food wasnt good,0
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
the delivery took a long time and burger was not hot,0
Excellent Im in love with their food Very satisfying,1
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
